Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0001-11;RUA JOAQUIM MAGALHÃES;466;;CENTRO;62700-000;GASOLINA;03/07/2023;5,85;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0001-11;RUA JOAQUIM MAGALHÃES;466;;CENTRO;62700-000;GASOLINA ADITIVADA;03/07/2023;5,89;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0001-11;RUA JOAQUIM MAGALHÃES;466;;CENTRO;62700-000;DIESEL;03/07/2023;5,05;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0001-11;RUA JOAQUIM MAGALHÃES;466;;CENTRO;62700-000;DIESEL S10;03/07/2023;5,05;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0001-11;RUA JOAQUIM MAGALHÃES;466;;CENTRO;62700-000;ETANOL;03/07/2023;4,59;;R$ / litro;BRANCA
NE;CE;CRATO;PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.; 06.046.590/0001-70;AVENIDA PADRE CICERO;995;;SAO MIGUEL;63122-445;GASOLINA;05/07/2023;5,63;;R$ / litro;BRANCA
NE;CE;CRATO;PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.; 06.046.590/0001-70;AVENIDA PADRE CICERO;995;;SAO MIGUEL;63122-445;GASOLINA ADITIVADA;05/07/2023;5,63;;R$ / litro;BRANCA
NE;CE;CRATO;PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.; 06.046.590/0001-70;AVENIDA PADRE CICERO;995;;SAO MIGUEL;63122-445;DIESEL;05/07/2023;4,89;;R$ / litro;BRANCA
NE;CE;CRATO;PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.; 06.046.590/0001-70;AVENIDA PADRE CICERO;995;;SAO MIGUEL;63122-445;DIESEL S10;05/07/2023;4,9;;R$ / litro;BRANCA
NE;CE;CRATO;PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.; 06.046.590/0001-70;AVENIDA PADRE CICERO;995;;SAO MIGUEL;63122-445;ETANOL;05/07/2023;4,6;;R$ / litro;BRANCA
NE;CE;CRATO;M. T. M. PETROLEO LTDA; 02.707.042/0001-92;AVENIDA PADRE CICERO;1832;;SAO MIGUEL;63122-440;GASOLINA;05/07/2023;5,78;;R$ / litro;BRANCA
NE;CE;CRATO;M. T. M. PETROLEO LTDA; 02.707.042/0001-92;AVENIDA PADRE CICERO;1832;;SAO MIGUEL;63122-440;DIESEL S10;05/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;CRATO;JOTESSE MACEDO COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 12.255.782/0001-99;AVENIDA THOMAZ OSTERNES DE ALENCAR;860;;VILA ALTA;63119-340;GASOLINA;05/07/2023;5,69;;R$ / litro;VIBRA ENERGIA
NE;CE;CRATO;JOTESSE MACEDO COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 12.255.782/0001-99;AVENIDA THOMAZ OSTERNES DE ALENCAR;860;;VILA ALTA;63119-340;GASOLINA ADITIVADA;05/07/2023;5,89;;R$ / litro;VIBRA ENERGIA
NE;CE;CRATO;FERNANDO LEITE DE LACERDA; 04.682.155/0001-06;AVENIDA PERIMETRAL DOM FRANCISCO;1,02;;SAO MIGUEL;63122-375;GASOLINA;05/07/2023;5,69;;R$ / litro;VIBRA ENERGIA
NE;CE;CRATO;FERNANDO LEITE DE LACERDA; 04.682.155/0001-06;AVENIDA PERIMETRAL DOM FRANCISCO;1,02;;SAO MIGUEL;63122-375;GASOLINA ADITIVADA;05/07/2023;5,74;;R$ / litro;VIBRA ENERGIA
NE;CE;CRATO;J V PETROLEO EIRELI; 04.590.777/0001-04;AVENIDA PADRE CICERO;1141;;SAO MIGUEL;63122-000;GASOLINA;05/07/2023;5,5;;R$ / litro;ALESAT
NE;CE;CRATO;J V PETROLEO EIRELI; 04.590.777/0001-04;AVENIDA PADRE CICERO;1141;;SAO MIGUEL;63122-000;DIESEL;05/07/2023;4,84;;R$ / litro;ALESAT
NE;CE;CRATO;J V PETROLEO EIRELI; 04.590.777/0001-04;AVENIDA PADRE CICERO;1141;;SAO MIGUEL;63122-000;DIESEL S10;05/07/2023;4,9;;R$ / litro;ALESAT
NE;CE;CRATO;TRIBUS COMERCIO DE COMBUSTVEIS LTDA.; 04.314.770/0001-60;AVENIDA PERIMETRAL DOM FRANCISCO;707;;SAO MIGUEL;63122-375;GASOLINA;05/07/2023;5,6;;R$ / litro;BRANCA
NE;CE;CRATO;TRIBUS COMERCIO DE COMBUSTVEIS LTDA.; 04.314.770/0001-60;AVENIDA PERIMETRAL DOM FRANCISCO;707;;SAO MIGUEL;63122-375;GASOLINA ADITIVADA;05/07/2023;5,6;;R$ / litro;BRANCA
NE;CE;CRATO;TRIBUS COMERCIO DE COMBUSTVEIS LTDA.; 04.314.770/0001-60;AVENIDA PERIMETRAL DOM FRANCISCO;707;;SAO MIGUEL;63122-375;DIESEL;05/07/2023;4,89;;R$ / litro;BRANCA
NE;CE;CRATO;TRIBUS COMERCIO DE COMBUSTVEIS LTDA.; 04.314.770/0001-60;AVENIDA PERIMETRAL DOM FRANCISCO;707;;SAO MIGUEL;63122-375;DIESEL S10;05/07/2023;4,9;;R$ / litro;BRANCA
NE;CE;CRATO;TRIBUS COMERCIO DE COMBUSTVEIS LTDA.; 04.314.770/0001-60;AVENIDA PERIMETRAL DOM FRANCISCO;707;;SAO MIGUEL;63122-375;ETANOL;05/07/2023;4,6;;R$ / litro;BRANCA
NE;CE;ICO;YARA JANE JERONIMO DE SANTANA COMBUSTIVEL; 07.504.639/0001-53;RUA DESEMBARGADOR JOSÉ BASTOS;623;;CENTRO;63430-000;GASOLINA;05/07/2023;5,66;;R$ / litro;BRANCA
NE;CE;ICO;YARA JANE JERONIMO DE SANTANA COMBUSTIVEL; 07.504.639/0001-53;RUA DESEMBARGADOR JOSÉ BASTOS;623;;CENTRO;63430-000;DIESEL;05/07/2023;5,16;;R$ / litro;BRANCA
NE;CE;ICO;YARA JANE JERONIMO DE SANTANA COMBUSTIVEL; 07.504.639/0001-53;RUA DESEMBARGADOR JOSÉ BASTOS;623;;CENTRO;63430-000;DIESEL S10;05/07/2023;5,16;;R$ / litro;BRANCA
NE;CE;ICO;YARA JANE JERONIMO DE SANTANA COMBUSTIVEL; 07.504.639/0001-53;RUA DESEMBARGADOR JOSÉ BASTOS;623;;CENTRO;63430-000;ETANOL;05/07/2023;4,45;;R$ / litro;BRANCA
NE;CE;ICO;COMERCIAL DE PETROLEO PARAIBANO LTDA; 05.483.270/0001-14;AVENIDA MONSENHOR FROTA;673;;NOVO CENTRO;63430-000;GASOLINA;05/07/2023;5,79;;R$ / litro;BRANCA
NE;CE;ICO;COMERCIAL DE PETROLEO PARAIBANO LTDA; 05.483.270/0001-14;AVENIDA MONSENHOR FROTA;673;;NOVO CENTRO;63430-000;GASOLINA ADITIVADA;05/07/2023;5,79;;R$ / litro;BRANCA
NE;CE;ICO;COMERCIAL DE PETROLEO PARAIBANO LTDA; 05.483.270/0001-14;AVENIDA MONSENHOR FROTA;673;;NOVO CENTRO;63430-000;DIESEL;05/07/2023;5,54;;R$ / litro;BRANCA
NE;CE;ICO;COMERCIAL DE PETROLEO PARAIBANO LTDA; 05.483.270/0001-14;AVENIDA MONSENHOR FROTA;673;;NOVO CENTRO;63430-000;DIESEL S10;05/07/2023;5,59;;R$ / litro;BRANCA
NE;CE;ICO;COMERCIAL DE PETROLEO PARAIBANO LTDA; 05.483.270/0001-14;AVENIDA MONSENHOR FROTA;673;;NOVO CENTRO;63430-000;ETANOL;05/07/2023;4,59;;R$ / litro;BRANCA
NE;CE;ICO;AUTO POSTO PEDRO BARRETO LTDA; 07.495.518/0001-92;AVENIDA NOGUEIRA ACIOLY;1020;TERREO;CENTRO;63430-000;GASOLINA;05/07/2023;5,89;;R$ / litro;BRANCA
NE;CE;ICO;AUTO POSTO PEDRO BARRETO LTDA; 07.495.518/0001-92;AVENIDA NOGUEIRA ACIOLY;1020;TERREO;CENTRO;63430-000;GASOLINA ADITIVADA;05/07/2023;5,89;;R$ / litro;BRANCA
NE;CE;ICO;AUTO POSTO PEDRO BARRETO LTDA; 07.495.518/0001-92;AVENIDA NOGUEIRA ACIOLY;1020;TERREO;CENTRO;63430-000;DIESEL;05/07/2023;5,29;;R$ / litro;BRANCA
NE;CE;ICO;AUTO POSTO PEDRO BARRETO LTDA; 07.495.518/0001-92;AVENIDA NOGUEIRA ACIOLY;1020;TERREO;CENTRO;63430-000;DIESEL S10;05/07/2023;5,29;;R$ / litro;BRANCA
NE;CE;ICO;AUTO POSTO PEDRO BARRETO LTDA; 07.495.518/0001-92;AVENIDA NOGUEIRA ACIOLY;1020;TERREO;CENTRO;63430-000;ETANOL;05/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;ICO;POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI; 04.931.921/0001-29;AVENIDA JOSEFA NOGUEIRA MONTEIRO;1681;TERREO;CENTRO;63430-000;GASOLINA;05/07/2023;5,89;;R$ / litro;BRANCA
NE;CE;ICO;POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI; 04.931.921/0001-29;AVENIDA JOSEFA NOGUEIRA MONTEIRO;1681;TERREO;CENTRO;63430-000;DIESEL;05/07/2023;5,49;;R$ / litro;BRANCA
NE;CE;ICO;POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI; 04.931.921/0001-29;AVENIDA JOSEFA NOGUEIRA MONTEIRO;1681;TERREO;CENTRO;63430-000;DIESEL S10;05/07/2023;5,49;;R$ / litro;BRANCA
NE;CE;ITAPIPOCA;SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.; 01.632.155/0002-94;AVENIDA MONSENHOR TABOSA;2771;;JULHO;62505-650;GASOLINA;05/07/2023;6,12;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.; 01.632.155/0002-94;AVENIDA MONSENHOR TABOSA;2771;;JULHO;62505-650;GASOLINA ADITIVADA;05/07/2023;6,13;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.; 01.632.155/0002-94;AVENIDA MONSENHOR TABOSA;2771;;JULHO;62505-650;DIESEL S10;05/07/2023;5,53;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.; 01.632.155/0002-94;AVENIDA MONSENHOR TABOSA;2771;;JULHO;62505-650;ETANOL;05/07/2023;4,96;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0001-65;RUA JOSE DO PATROCINIO;1023;;COQUEIRO;62508-048;GASOLINA;05/07/2023;6,15;;R$ / litro;IPIRANGA
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0001-65;RUA JOSE DO PATROCINIO;1023;;COQUEIRO;62508-048;GASOLINA ADITIVADA;05/07/2023;6,15;;R$ / litro;IPIRANGA
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0001-65;RUA JOSE DO PATROCINIO;1023;;COQUEIRO;62508-048;DIESEL S10;05/07/2023;5,56;;R$ / litro;IPIRANGA
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0001-65;RUA JOSE DO PATROCINIO;1023;;COQUEIRO;62508-048;ETANOL;05/07/2023;4,99;;R$ / litro;IPIRANGA
NE;CE;JUAZEIRO DO NORTE;WR PETROLEO E DERIVADOS LTDA; 00.293.343/0001-91;AVENIDA PADRE CICERO;1910;;SALESIANO;63010-020;GASOLINA;06/07/2023;5,29;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;WR PETROLEO E DERIVADOS LTDA; 00.293.343/0001-91;AVENIDA PADRE CICERO;1910;;SALESIANO;63010-020;GASOLINA ADITIVADA;06/07/2023;5,35;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;WR PETROLEO E DERIVADOS LTDA; 00.293.343/0001-91;AVENIDA PADRE CICERO;1910;;SALESIANO;63010-020;DIESEL;06/07/2023;4,95;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;WR PETROLEO E DERIVADOS LTDA; 00.293.343/0001-91;AVENIDA PADRE CICERO;1910;;SALESIANO;63010-020;DIESEL S10;06/07/2023;5;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;WR PETROLEO E DERIVADOS LTDA; 00.293.343/0001-91;AVENIDA PADRE CICERO;1910;;SALESIANO;63010-020;ETANOL;06/07/2023;4,59;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA; 08.077.231/0001-05;RUA SABINO ROBERTO DE FREITAS;2889;;CENTRO;62930-000;GASOLINA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA; 08.077.231/0001-05;RUA SABINO ROBERTO DE FREITAS;2889;;CENTRO;62930-000;GASOLINA ADITIVADA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA; 08.077.231/0001-05;RUA SABINO ROBERTO DE FREITAS;2889;;CENTRO;62930-000;DIESEL S10;03/07/2023;5,19;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA; 08.077.231/0001-05;RUA SABINO ROBERTO DE FREITAS;2889;;CENTRO;62930-000;ETANOL;03/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL CHAVES DE COMBUSTIVEIS LTDA; 05.622.375/0001-07;RUA SABINO ROBERTO DE FREITAS;3851;;BOA FE;62930-000;GASOLINA;03/07/2023;6,06;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL CHAVES DE COMBUSTIVEIS LTDA; 05.622.375/0001-07;RUA SABINO ROBERTO DE FREITAS;3851;;BOA FE;62930-000;GASOLINA ADITIVADA;03/07/2023;6,07;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL CHAVES DE COMBUSTIVEIS LTDA; 05.622.375/0001-07;RUA SABINO ROBERTO DE FREITAS;3851;;BOA FE;62930-000;ETANOL;03/07/2023;4,67;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0002-30;AVENIDA DOM AURELIANO MATOS;2110;;CENTRO;62930-000;GASOLINA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0002-30;AVENIDA DOM AURELIANO MATOS;2110;;CENTRO;62930-000;GASOLINA ADITIVADA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0002-30;AVENIDA DOM AURELIANO MATOS;2110;;CENTRO;62930-000;DIESEL S10;03/07/2023;5,09;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0002-30;AVENIDA DOM AURELIANO MATOS;2110;;CENTRO;62930-000;ETANOL;03/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0001-59;AVENIDA DOM AURELIANO MATOS;1751;CENTRO;CENTRO;62930-000;GASOLINA;03/07/2023;6,09;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0001-59;AVENIDA DOM AURELIANO MATOS;1751;CENTRO;CENTRO;62930-000;GASOLINA ADITIVADA;03/07/2023;6,14;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;BEZERRA E FILHO LTDA; 05.267.406/0001-59;AVENIDA DOM AURELIANO MATOS;1751;CENTRO;CENTRO;62930-000;ETANOL;03/07/2023;4,99;;R$ / litro;VIBRA ENERGIA
NE;CE;LIMOEIRO DO NORTE;GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.479.591/0001-57;RUA CEL. ANTONIO JOAQUIM;1060;;CENTRO;62930-000;GASOLINA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.479.591/0001-57;RUA CEL. ANTONIO JOAQUIM;1060;;CENTRO;62930-000;GASOLINA ADITIVADA;03/07/2023;6,06;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.479.591/0001-57;RUA CEL. ANTONIO JOAQUIM;1060;;CENTRO;62930-000;DIESEL;03/07/2023;5,19;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.479.591/0001-57;RUA CEL. ANTONIO JOAQUIM;1060;;CENTRO;62930-000;DIESEL S10;03/07/2023;5,19;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.479.591/0001-57;RUA CEL. ANTONIO JOAQUIM;1060;;CENTRO;62930-000;ETANOL;03/07/2023;4,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 08.509.458/0001-82;RODOVIA DOUTOR MENDEL STEINBRUCH;6750;;ARACAPE;60765-005;GASOLINA ADITIVADA;05/07/2023;6,15;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 08.509.458/0001-82;RODOVIA DOUTOR MENDEL STEINBRUCH;6750;;ARACAPE;60765-005;DIESEL S10;05/07/2023;4,69;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 08.509.458/0001-82;RODOVIA DOUTOR MENDEL STEINBRUCH;6750;;ARACAPE;60765-005;ETANOL;05/07/2023;4,59;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 08.509.458/0001-82;RODOVIA DOUTOR MENDEL STEINBRUCH;6750;;ARACAPE;60765-005;GNV;05/07/2023;4,99;;R$ / m³;RAIZEN
NE;CE;FORTALEZA;DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 08.509.458/0001-82;RODOVIA DOUTOR MENDEL STEINBRUCH;6750;;ARACAPE;60765-005;GASOLINA;05/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;MARACANAU;J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.286.434/0001-01;AVENIDA VI (CJ JEREISSATI I);579;;JEREISSATI I;61900-670;GASOLINA;05/07/2023;5,96;;R$ / litro;RAIZEN
NE;CE;MARACANAU;J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.286.434/0001-01;AVENIDA VI (CJ JEREISSATI I);579;;JEREISSATI I;61900-670;GASOLINA ADITIVADA;05/07/2023;6,16;;R$ / litro;RAIZEN
NE;CE;MARACANAU;J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.286.434/0001-01;AVENIDA VI (CJ JEREISSATI I);579;;JEREISSATI I;61900-670;DIESEL S10;05/07/2023;4,69;;R$ / litro;RAIZEN
NE;CE;MARACANAU;J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 08.286.434/0001-01;AVENIDA VI (CJ JEREISSATI I);579;;JEREISSATI I;61900-670;ETANOL;05/07/2023;4,87;;R$ / litro;RAIZEN
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;GASOLINA;05/07/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;GASOLINA ADITIVADA;05/07/2023;6,39;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;DIESEL S10;05/07/2023;5,09;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;ETANOL;05/07/2023;4,99;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0004-81;AVENIDA MENDEL STEINBRUCH;S/N;CEASA LJ 02 ALAMEDA DE SERVIÇO;PAJUÇARA;61925-660;GASOLINA;05/07/2023;5,97;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0004-81;AVENIDA MENDEL STEINBRUCH;S/N;CEASA LJ 02 ALAMEDA DE SERVIÇO;PAJUÇARA;61925-660;DIESEL S10;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0004-81;AVENIDA MENDEL STEINBRUCH;S/N;CEASA LJ 02 ALAMEDA DE SERVIÇO;PAJUÇARA;61925-660;ETANOL;05/07/2023;4,57;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;GASOLINA ADITIVADA;05/07/2023;6,19;;R$ / litro;RAIZEN
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;DIESEL S10;05/07/2023;4,79;;R$ / litro;RAIZEN
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;ETANOL;05/07/2023;4,99;;R$ / litro;RAIZEN
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0002-10;RODOVIA DOUTOR MENDEL STEINBRUCH;9810;KM    04;DISTRITO INDUSTRIAL I;61939-210;GNV;05/07/2023;4,99;;R$ / m³;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0002-10;RODOVIA DOUTOR MENDEL STEINBRUCH;9810;KM    04;DISTRITO INDUSTRIAL I;61939-210;GASOLINA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0002-10;RODOVIA DOUTOR MENDEL STEINBRUCH;9810;KM    04;DISTRITO INDUSTRIAL I;61939-210;GASOLINA ADITIVADA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0002-10;RODOVIA DOUTOR MENDEL STEINBRUCH;9810;KM    04;DISTRITO INDUSTRIAL I;61939-210;DIESEL S10;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;DIAS E ROMA LTDA; 12.255.543/0002-10;RODOVIA DOUTOR MENDEL STEINBRUCH;9810;KM    04;DISTRITO INDUSTRIAL I;61939-210;ETANOL;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0003-58;RODOVIA DOUTOR MENDEL STEINBRUCH;9953;0;PAJUÇARA;61910-000;GNV;05/07/2023;4,99;;R$ / m³;VIBRA ENERGIA
NE;CE;MARACANAU;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0003-58;RODOVIA DOUTOR MENDEL STEINBRUCH;9953;0;PAJUÇARA;61910-000;GASOLINA;05/07/2023;5,99;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0003-58;RODOVIA DOUTOR MENDEL STEINBRUCH;9953;0;PAJUÇARA;61910-000;GASOLINA ADITIVADA;05/07/2023;6,04;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0003-58;RODOVIA DOUTOR MENDEL STEINBRUCH;9953;0;PAJUÇARA;61910-000;DIESEL S10;05/07/2023;4,55;;R$ / litro;VIBRA ENERGIA
NE;CE;MARACANAU;L & S COMERCIO DE COMBUSTIVEIS LTDA; 02.858.003/0003-58;RODOVIA DOUTOR MENDEL STEINBRUCH;9953;0;PAJUÇARA;61910-000;ETANOL;05/07/2023;4,59;;R$ / litro;VIBRA ENERGIA
NE;CE;QUIXADA;CIRO GOMES MAGALHAES; 41.424.276/0003-46;RODOVIA CE   456  KM  01;S/N;SITIO  ITAJUBA;ZONA  URBANA;63900-002;GASOLINA;05/07/2023;6,26;;R$ / litro;RAIZEN
NE;CE;QUIXADA;CIRO GOMES MAGALHAES; 41.424.276/0003-46;RODOVIA CE   456  KM  01;S/N;SITIO  ITAJUBA;ZONA  URBANA;63900-002;GASOLINA ADITIVADA;05/07/2023;6,59;;R$ / litro;RAIZEN
NE;CE;QUIXADA;CIRO GOMES MAGALHAES; 41.424.276/0003-46;RODOVIA CE   456  KM  01;S/N;SITIO  ITAJUBA;ZONA  URBANA;63900-002;DIESEL S10;05/07/2023;5,39;;R$ / litro;RAIZEN
NE;CE;QUIXADA;CIRO GOMES MAGALHAES; 41.424.276/0003-46;RODOVIA CE   456  KM  01;S/N;SITIO  ITAJUBA;ZONA  URBANA;63900-002;ETANOL;05/07/2023;4,78;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;GASOLINA;06/07/2023;5,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;GASOLINA ADITIVADA;06/07/2023;6,19;;R$ / litro;RAIZEN
